"","timestamp","event.hyperUnique_unique_agents","event.longSum_total_records","event.agent_home_planningarea","event.origin_subzone"
"364","2018-01-06T18:00:00.000+08:00",45,45,"RC","KLSZ05"
"365","2018-01-06T18:00:00.000+08:00",40,40,"RV","KLSZ05"
"366","2018-01-06T18:00:00.000+08:00",40,40,"SI","KLSZ05"
"367","2018-01-06T18:00:00.000+08:00",40,40,"SR","KLSZ05"
"368","2018-01-06T18:00:00.000+08:00",40,40,"SV","KLSZ05"
"369","2018-01-06T18:00:00.000+08:00",40,40,"TN","KLSZ05"
"370","2018-01-06T18:00:00.000+08:00",124,123,"TP","KLSZ05"
"371","2018-01-06T19:00:00.000+08:00",208,215,"BM","KLSZ05"
"372","2018-01-06T19:00:00.000+08:00",117,119,"BS","KLSZ05"
"373","2018-01-06T19:00:00.000+08:00",127,128,"BT","KLSZ05"
"374","2018-01-06T19:00:00.000+08:00",93,93,"DT","KLSZ05"
"375","2018-01-06T19:00:00.000+08:00",358,354,"GL","KLSZ05"
"376","2018-01-06T19:00:00.000+08:00",1004,1037,"KL","KLSZ05"
"377","2018-01-06T19:00:00.000+08:00",40,40,"ME","KLSZ05"
"378","2018-01-06T19:00:00.000+08:00",244,248,"MP","KLSZ05"
"379","2018-01-06T19:00:00.000+08:00",40,40,"MS","KLSZ05"
"380","2018-01-06T19:00:00.000+08:00",40,40,"MU","KLSZ05"
"381","2018-01-06T19:00:00.000+08:00",40,40,"NT","KLSZ05"
"382","2018-01-06T19:00:00.000+08:00",99,97,"NV","KLSZ05"
"383","2018-01-06T19:00:00.000+08:00",40,40,"OR","KLSZ05"
"384","2018-01-06T19:00:00.000+08:00",40,40,"OT","KLSZ05"
"385","2018-01-06T19:00:00.000+08:00",159,162,"QT","KLSZ05"
"386","2018-01-06T19:00:00.000+08:00",41,41,"RC","KLSZ05"
"387","2018-01-06T19:00:00.000+08:00",40,40,"RV","KLSZ05"
"388","2018-01-06T19:00:00.000+08:00",40,40,"SI","KLSZ05"
"389","2018-01-06T19:00:00.000+08:00",40,40,"SR","KLSZ05"
"390","2018-01-06T19:00:00.000+08:00",40,40,"SV","KLSZ05"
"391","2018-01-06T19:00:00.000+08:00",47,49,"TN","KLSZ05"
"392","2018-01-06T19:00:00.000+08:00",143,146,"TP","KLSZ05"
"393","2018-01-06T20:00:00.000+08:00",82,81,"BM","KLSZ05"
"394","2018-01-06T20:00:00.000+08:00",54,55,"BS","KLSZ05"
"395","2018-01-06T20:00:00.000+08:00",43,43,"BT","KLSZ05"
"396","2018-01-06T20:00:00.000+08:00",45,49,"DT","KLSZ05"
"397","2018-01-06T20:00:00.000+08:00",221,232,"GL","KLSZ05"
"398","2018-01-06T20:00:00.000+08:00",794,815,"KL","KLSZ05"
"399","2018-01-06T20:00:00.000+08:00",42,45,"ME","KLSZ05"
"400","2018-01-06T20:00:00.000+08:00",166,166,"MP","KLSZ05"
"401","2018-01-06T20:00:00.000+08:00",40,40,"MS","KLSZ05"
"402","2018-01-06T20:00:00.000+08:00",40,40,"MU","KLSZ05"
"403","2018-01-06T20:00:00.000+08:00",40,40,"NT","KLSZ05"
"404","2018-01-06T20:00:00.000+08:00",40,40,"NV","KLSZ05"
"405","2018-01-06T20:00:00.000+08:00",40,40,"OR","KLSZ05"
"406","2018-01-06T20:00:00.000+08:00",40,40,"OT","KLSZ05"
"407","2018-01-06T20:00:00.000+08:00",58,58,"QT","KLSZ05"
"408","2018-01-06T20:00:00.000+08:00",40,40,"RC","KLSZ05"
"409","2018-01-06T20:00:00.000+08:00",40,40,"RV","KLSZ05"
"410","2018-01-06T20:00:00.000+08:00",40,40,"SI","KLSZ05"
"411","2018-01-06T20:00:00.000+08:00",40,40,"TN","KLSZ05"
"412","2018-01-06T20:00:00.000+08:00",57,63,"TP","KLSZ05"
"413","2018-01-06T21:00:00.000+08:00",93,95,"BM","KLSZ05"
"414","2018-01-06T21:00:00.000+08:00",51,51,"BS","KLSZ05"
"415","2018-01-06T21:00:00.000+08:00",40,40,"BT","KLSZ05"
"416","2018-01-06T21:00:00.000+08:00",41,42,"DT","KLSZ05"
"417","2018-01-06T21:00:00.000+08:00",254,263,"GL","KLSZ05"
"418","2018-01-06T21:00:00.000+08:00",632,657,"KL","KLSZ05"
"419","2018-01-06T21:00:00.000+08:00",40,40,"ME","KLSZ05"
"420","2018-01-06T21:00:00.000+08:00",147,147,"MP","KLSZ05"
"421","2018-01-06T21:00:00.000+08:00",40,40,"MS","KLSZ05"
"422","2018-01-06T21:00:00.000+08:00",40,40,"MU","KLSZ05"
"423","2018-01-06T21:00:00.000+08:00",40,40,"NT","KLSZ05"
"424","2018-01-06T21:00:00.000+08:00",40,40,"NV","KLSZ05"
"425","2018-01-06T21:00:00.000+08:00",40,40,"OR","KLSZ05"
"426","2018-01-06T21:00:00.000+08:00",40,40,"OT","KLSZ05"
"427","2018-01-06T21:00:00.000+08:00",50,50,"QT","KLSZ05"
"428","2018-01-06T21:00:00.000+08:00",40,40,"RC","KLSZ05"
"429","2018-01-06T21:00:00.000+08:00",40,40,"RV","KLSZ05"
"430","2018-01-06T21:00:00.000+08:00",40,40,"SI","KLSZ05"
"431","2018-01-06T21:00:00.000+08:00",40,40,"SR","KLSZ05"
"432","2018-01-06T21:00:00.000+08:00",40,40,"TN","KLSZ05"
"433","2018-01-06T21:00:00.000+08:00",74,73,"TP","KLSZ05"
"434","2018-01-06T22:00:00.000+08:00",158,154,"BM","KLSZ05"
"435","2018-01-06T22:00:00.000+08:00",127,131,"BS","KLSZ05"
"436","2018-01-06T22:00:00.000+08:00",134,135,"BT","KLSZ05"
"437","2018-01-06T22:00:00.000+08:00",57,58,"DT","KLSZ05"
"438","2018-01-06T22:00:00.000+08:00",321,323,"GL","KLSZ05"
"439","2018-01-06T22:00:00.000+08:00",556,575,"KL","KLSZ05"
"440","2018-01-06T22:00:00.000+08:00",40,40,"ME","KLSZ05"
"441","2018-01-06T22:00:00.000+08:00",159,162,"MP","KLSZ05"
"442","2018-01-06T22:00:00.000+08:00",40,40,"MS","KLSZ05"
"443","2018-01-06T22:00:00.000+08:00",40,40,"MU","KLSZ05"
"444","2018-01-06T22:00:00.000+08:00",40,40,"NT","KLSZ05"
"445","2018-01-06T22:00:00.000+08:00",101,104,"NV","KLSZ05"
"446","2018-01-06T22:00:00.000+08:00",40,40,"OR","KLSZ05"
"447","2018-01-06T22:00:00.000+08:00",40,40,"OT","KLSZ05"
"448","2018-01-06T22:00:00.000+08:00",144,146,"QT","KLSZ05"
"449","2018-01-06T22:00:00.000+08:00",58,59,"RC","KLSZ05"
"450","2018-01-06T22:00:00.000+08:00",40,40,"RV","KLSZ05"
"451","2018-01-06T22:00:00.000+08:00",40,40,"SI","KLSZ05"
"452","2018-01-06T22:00:00.000+08:00",40,40,"SR","KLSZ05"
"453","2018-01-06T22:00:00.000+08:00",62,61,"TN","KLSZ05"
"454","2018-01-06T22:00:00.000+08:00",169,173,"TP","KLSZ05"
"455","2018-01-06T23:00:00.000+08:00",286,292,"BM","KLSZ05"
"456","2018-01-06T23:00:00.000+08:00",153,159,"BS","KLSZ05"
"457","2018-01-06T23:00:00.000+08:00",161,161,"BT","KLSZ05"
"458","2018-01-06T23:00:00.000+08:00",62,61,"DT","KLSZ05"
"459","2018-01-06T23:00:00.000+08:00",389,412,"GL","KLSZ05"
"460","2018-01-06T23:00:00.000+08:00",387,401,"KL","KLSZ05"
"461","2018-01-06T23:00:00.000+08:00",40,40,"ME","KLSZ05"
"462","2018-01-06T23:00:00.000+08:00",153,165,"MP","KLSZ05"
"463","2018-01-06T23:00:00.000+08:00",40,40,"MU","KLSZ05"
"464","2018-01-06T23:00:00.000+08:00",40,40,"NT","KLSZ05"
"465","2018-01-06T23:00:00.000+08:00",127,128,"NV","KLSZ05"
"466","2018-01-06T23:00:00.000+08:00",40,40,"OR","KLSZ05"
"467","2018-01-06T23:00:00.000+08:00",40,41,"OT","KLSZ05"
"468","2018-01-06T23:00:00.000+08:00",200,207,"QT","KLSZ05"
"469","2018-01-06T23:00:00.000+08:00",50,53,"RC","KLSZ05"
"470","2018-01-06T23:00:00.000+08:00",40,40,"RV","KLSZ05"
"471","2018-01-06T23:00:00.000+08:00",40,40,"SI","KLSZ05"
"472","2018-01-06T23:00:00.000+08:00",40,40,"SR","KLSZ05"
"473","2018-01-06T23:00:00.000+08:00",65,68,"TN","KLSZ05"
"474","2018-01-06T23:00:00.000+08:00",239,246,"TP","KLSZ05"
